PMID,Year,Title,Authors,Journal,Article,Total Citations,Cited By PMIDs,Total References,Cited PMIDs,DOI
35446428,2022,"The Galaxy platform for accessible, reproducible and collaborative biomedical analyses: 2022 update.",,Nucleic Acids Res,Yes,393,38844536 39002115 37560357 37026477 38791176 37368874 38918875 38014957 36848780 36824900 37965091 37888706 38780289 38915046 39118140 39273542 38813868 37593997 37953350 37706590 37922280 37996752 37755536 38700345 38834513 37818860 37873079 37162622 38341660 37387150 37393615 39012608 36422936 37968393 39122693 38441977 37205365 39065176 37737003 39051786 38474300 38449697 38683328 36411457 38543563 38338950 38473707 38396530 38940768 38370753 39009033 38572508 39205216 38656493 38962663 37350993 38236904 37966596 38378122 38153746 38392307 36389164 38224718 38247806 38224452 38243187 38045370 39162848 38585828 39017744 37520398 39185150 38525218 38758338 36856418 37481260 38162307 38335668 39199132 38986010 38755290 38801472 37295722 38983844 39196177 38869150 38386712 38487549 39250076 38361032 38349720 37747240 37315134 38148211 37662150 38217304 38542059 39088439 38384383 37276216 37711190 39294366 38252661 38895900 37764947 39169177 39284801 38103559 36798801 38478577 36865282 38703105 39289491 37566909 36712130 37747202 36671500 37973188 38861577 39131374 37354906 37849768 37469784 36290053 39054371 36824792 38765958 38779317 38095282 38010150 38543802 38565896 37292749 37450889 37513765 37500689 37605829 38239723 38371858 38399742 38711041 38612976 37645866 38419051 38132454 38716863 38339091 38892433 39125716 38570859 37099616 38752495 38929467 37077310 38658536 38819565 38562479 36454728 37882314 38084912 38765165 38543688 38381063 37398059 37832036 38242711 39255315 37675281 38140696 37548515 38883827 39067017 38783998 39041035 36712089 38731808 37317159 38683327 38786176 37215144 38107857 39094569 36833195 38409036 38833289 38254969 38478568 37428210 39226913 39282325 39094585 38934605 37161068 38274739 38446896 38963759 38682769 38951359 37035083 38072045 37125187 37668369 36781732 38455075 37992296 36218957 38662583 37667051 38573472 39178326 38671295 38501775 39186902 38819572 37608802 37152754 38038795 37452087 37781286 37363966 38839619 37332562 38772281 37508222 37597133 36825535 36440918 39256626 37887819 39137238 37534988 39195469 38191621 37387171 37904893 36498835 38715099 37919006 38755249 39199837 38731903 36704354 38950903 36495458 38480545 39021419 38658440 37602730 37985497 38898334 36851524 37417926 38572145 37020120 37121547 37847308 38667938 37787106 37716465 37420172 38464511 38543795 37849433 38377575 37356899 39077933 38969627 38136366 39125835 38854062 38439966 36711759 37786580 37943040 37296208 39232008 38483452 39043693 37335601 37756154 36298760 36592567 37547011 38565959 37670032 38402423 38792736 37858270 39066209 38256072 36865170 37265494 36305828 37476827 38227779 38420377 38005949 39116045 37403356 38655148 39095861 38951210 38692845 37380138 38200583 38550865 38529759 37870287 37369586 37425881 37800932 37216193 37847464 39251822 36903937 37467208 37938555 38055436 39072641 38498593 38736443 37013830 38461228 36817105 37658791 37043910 37877705 37745455 39075351 37144459 38585687 38612634 37228492 37509720 39235571 39247499 38025697 37289086 38358325 37107222 38487210 38561180 38801077 37770433 38459238 37479020 37464939 36137425 36968012 37663197 37075063 38415986 37543677 37122623 37310857 38278971 37942078 37514044 37099385 38106168 38671234 37302728 38553675 36806691 39041801 37189046 37375943 37468551 37595851 37902900 38793540 38501784 39073473 37597186 37616189 39045241 37877655 38904639 38674643 38814752 38929341 38616697 36215336 36516758 38563123 36699365 37585487 37735352 38012574 38769056 39109875 37626115 38771250,19,35199087 32479607 33782609 33568057 34556866 28344774 37395629 29953864 33911273 34588690 32354350 34537136 16169926 14597658 29850778 34061826 26978244 22068528 33431029,10.1093/nar/gkac247
35752633,2022,Detection of SARS-CoV-2 intra-host recombination during superinfection with Alpha and Epsilon variants in New York City.,"Joel O Wertheim, Jade C Wang, Mindy Leelawong, Darren P Martin, Jennifer L Havens, Moinuddin A Chowdhury, Jonathan E Pekar, Helly Amin, Anthony Arroyo, Gordon A Awandare, Hoi Yan Chow, Edimarlyn Gonzalez, Elizabeth Luoma, Collins M Morang'a, Anton Nekrutenko, Stephen D Shank, Stefan Silver, Peter K Quashie, Jennifer L Rakeman, Victoria Ruiz, Lucia V Torian, Tetyana I Vasylyeva, Sergei L Kosakovsky Pond, Scott Hughes",Nat Commun,Yes,23,36146815 38632281 35444005 37243151 36791724 39137137 37110282 36833334 37891657 37560529 36619228 36677483 37512147 36070806 39014481 36794064 35794895 36061868 38225254 37052956 37702217 36620969 36159190,43,16489234 20691210 35551714 22049058 35042229 11901136 35137080 33580132 29029186 34580674 18848974 32129842 34499854 32011700 33758853 29340210 10573145 35467028 26590689 34588690 34127854 36533153 36793768 33991487 33936774 32912998 32724171 34537136 32130405 34530778 34488225 15650185 15995957 3465137 29336306 26678874 20442872 34373458 33556961 1326662 33767447 23329690 34527285,10.1038/s41467-022-31247-x
36322581,2022,RASCL: Rapid Assessment of Selection in CLades through molecular sequence analysis.,"Alexander G Lucaci, Jordan D Zehr, Stephen D Shank, Dave Bouvier, Alexander Ostrovsky, Han Mei, Anton Nekrutenko, Darren P Martin, Sergei L Kosakovsky Pond",PLoS One,Yes,6,38857308 38627383 34537136 33688681 35760080 37897356,64,31994738 25371430 32068869 34960736 34903581 32937441 31070718 23420840 35042229 34210893 35137080 34075212 35014856 33514319 22807683 29301006 35451456 32868447 26579193 35579540 35750157 26814962 35677655 33840632 34035898 33761203 16818476 16023693 32669681 15703242 17218639 33711070 33064823 35325204 36533145 18562270 22006842 35263335 35598822 33936774 32724171 33690265 33941927 34537136 15851683 29790939 33853970 35075180 33875719 31504749 29790989 35952714 34158638 35798721 33707257 34934514 25540451 33896413 34329631 16789820 33849972 31278673 35760080 18511426,10.1371/journal.pone.0275623
36828587,2023,"The Planemo toolkit for developing, deploying, and executing scientific data analyses in Galaxy and beyond.","Simon Bray, John Chilton, Matthias Bernt, Nicola Soranzo, Marius van den Beek, Bérénice Batut, Helena Rasche, Martin Čech, Peter J A Cock, Björn Grüning, Anton Nekrutenko",Genome Res,Yes,3,37425881 39282333 36622853,13,34035898 29967506 28398311 34556866 25001293 29953864 34588690 33978761 29790989 28494014 23630176 29385081 28398314,10.1101/gr.276963.122
37353753,2023,Fast and accurate genome-wide predictions and structural modeling of protein-protein interactions using Galaxy.,"Aysam Guerler, Dannon Baker, Marius van den Beek, Bjoern Gruening, Dave Bouvier, Nate Coraor, Stephen D Shank, Jordan D Zehr, Michael C Schatz, Anton Nekrutenko",BMC Bioinformatics,Yes,0,,44,26864455 23413988 32015507 33393786 35429835 17397251 26447926 32726803 27079421 31393558 29425356 24693427 32661058 29445944 31589781 10951221 15849316 28931677 23831647 31521110 33324337 32544429 21060880 32848769 9254694 11895369 30110630 32404477 29790989 32738607 34282049 16424331 25461530 33070389 32845033 34265844 23835475 34330908 15608232 10592235 33741411 25414350 15780435 27245450,10.1186/s12859-023-05389-8
37425881,2023,"Scalable, accessible, and reproducible reference genome assembly and evaluation in Galaxy.","Delphine Larivière, Linelle Abueg, Nadolina Brajuka, Cristóbal Gallardo-Alba, Bjorn Grüning, Byung June Ko, Alex Ostrovsky, Marc Palmada-Flores, Brandon D Pickett, Keon Rabbani, Jennifer R Balacco, Mark Chaisson, Haoyu Cheng, Joanna Collins, Alexandra Denisova, Olivier Fedrigo, Guido Roberto Gallo, Alice Maria Giani, Grenville MacDonald Gooder, Nivesh Jain, Cassidy Johnson, Heebal Kim, Chul Lee, Tomas Marques-Bonet, Brian O'Toole, Arang Rhie, Simona Secomandi, Marcella Sozzoni, Tatiana Tilley, Marcela Uliano-Silva, Marius van den Beek, Robert M Waterhouse, Adam M Phillippy, Erich D Jarvis, Michael C Schatz, Anton Nekrutenko, Giulio Formenti",bioRxiv,Yes,2,38245832 37699986,49,33910595 31020564 34862323 18341692 28701198 27749838 33526886 36344967 30224977 19451168 36525368 36828587 32928274 33576786 2427930 31971576 34784084 20015970 17511511 23505295 23422339 35332338 31452935 35357919 36801111 32188846 18952627 29750242 32801147 31406327 36167596 33911273 31890139 35446428 35086739 29888346 18784790 25697820 3104603 36797493 35361932 35799367 30968363 21665927 11780124 35042800 25402007 19505943 31779668,10.1101/2023.06.28.546576
38278971,2024,"Scalable, accessible and reproducible reference genome assembly and evaluation in Galaxy.","Delphine Larivière, Linelle Abueg, Nadolina Brajuka, Cristóbal Gallardo-Alba, Bjorn Grüning, Byung June Ko, Alex Ostrovsky, Marc Palmada-Flores, Brandon D Pickett, Keon Rabbani, Agostinho Antunes, Jennifer R Balacco, Mark J P Chaisson, Haoyu Cheng, Joanna Collins, Melanie Couture, Alexandra Denisova, Olivier Fedrigo, Guido Roberto Gallo, Alice Maria Giani, Grenville MacDonald Gooder, Kathleen Horan, Nivesh Jain, Cassidy Johnson, Heebal Kim, Chul Lee, Tomas Marques-Bonet, Brian O'Toole, Arang Rhie, Simona Secomandi, Marcella Sozzoni, Tatiana Tilley, Marcela Uliano-Silva, Marius van den Beek, Robert W Williams, Robert M Waterhouse, Adam M Phillippy, Erich D Jarvis, Michael C Schatz, Anton Nekrutenko, Giulio Formenti",Nat Biotechnol,Yes,7,39250076 39289538 38245832 38769056 39239167 39289491 38847751,11,3294162 34862323 36797493 29953864 31406327 35042800 35446428 35086739 32928274 33910595 37332563,10.1038/s41587-023-02100-3
38769056,2024,"The Galaxy platform for accessible, reproducible, and collaborative data analyses: 2024 update.",,Nucleic Acids Res,Yes,9,39282333 39162848 39131282 39311996 39190463 39311198 39200016 39107873 39201310,22,35199087 29967506 16925832 33911273 36622853 35637307 35446428 38278971 34035898 33068114 19029910 28091601 37395629 34265844 35072136 32354350 33978761 16169926 29686065 26978244 36645448 37787106,10.1093/nar/gkae410
39282333,2024,KegAlign: Optimizing pairwise alignments with diagonal partitioning.,"A Burak Gulhan, Richard Burhans, Robert Harris, Mahmut Kandemir, Maximilian Haeussler, Anton Nekrutenko",bioRxiv,Yes,0,,17,20110278 34862323 33177663 27008021 29750242 38769056 11928468 16651369 30379572 14500911 12529312 15060014 35042800 36828587 35086739 36749013 32915952,10.1101/2024.09.02.610839
6865190,1983,[Hemodynamic relations between systemic and pulmonary circulation in hypertension].,"A V Tuev, L A Nekrutenko",Kardiologiia,Yes,0,,1,6023732,
8196255,1993,[Effect of capoten on hemostasis of patients with hypertension].,"L A Nekrutenko, A V Tuev, V V Tschekotov",Kardiologiia,Yes,0,,5,21263907 3880670 6997332 3314460 6317087,
9866202,1998,"Cytosolic isocitrate dehydrogenase in humans, mice, and voles and phylogenetic analysis of the enzyme family.","A Nekrutenko, D M Hillis, J C Patton, R D Bradley, R J Baker",Mol Biol Evol,Yes,62,36497259 21037855 21861657 19193560 21955197 37047105 25218477 25870517 36609747 19854152 11511681 15173171 12923220 12031902 23469839 30691686 14726953 18772396 23261068 25778530 12533530 29285579 28480226 30661088 33883340 27655638 26833585 14562965 10562733 34746210 32823933 11483612 11912233 22284350 25491416 19741528 25250735 23378250 10996257 21356389 28925723 31542634 28534992 36634587 12203896 20975740 20567020 18552125 24622842 20513808 25894616 24368190 11880608 10557241 30488444 27427385 29162772 39085680 20459648 35814406 27194485 29453450,41,7906398 9461442 7410398 7716247 1627563 3071258 8318002 8068643 2204109 9175438 28561359 1888729 8851661 2654139 2198251 2249844 8672488 8616254 3892535 11560168 8462676 8755245 2682654 1281435 9169871 9016539 8083215 2798111 1989987 8626059 9168110 24212744 2798112 8467073 8099357 7872788 7984417 3803464 8867815 4297786 7551812,10.1093/oxfordjournals.molbev.a025894
